,molecule_cheml_id,standard_value,canonical_smiles,bioactivity_class
0,CHEMBL341591,7100.0,CC12CCC(O)CC1=CCC1C2CCC2(C)C(CC3CN3)CCC12,intermediate
1,CHEMBL2111947,50000.0,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CC[C@@H]2[C@H]1CN1,inactive
2,CHEMBL431859,238.0,CCn1c(C(c2ccc(F)cc2)n2ccnc2)c(C)c2cc(Br)ccc21,active
3,CHEMBL113637,57.0,CCn1cc(C(c2ccc(F)cc2)n2ccnc2)c2ccccc21,active
4,CHEMBL112021,54.0,Clc1ccccc1Cn1cc(Cn2ccnc2)c2ccccc21,active
5,CHEMBL324070,5400.0,Cc1ccc(S(=O)(=O)n2cc(C(c3ccccc3)n3ccnc3)c3ccccc32)cc1,intermediate
6,CHEMBL41761,41.0,CCn1ccc2cc(C(c3ccc(F)cc3)n3ccnc3)ccc21,active
7,CHEMBL111868,78.5,Cn1cc(C(c2ccc(F)cc2)n2ccnc2)c2cc(Br)ccc21,active
8,CHEMBL111888,51.8,CCn1cc(C(c2ccc(F)cc2)n2ccnc2)c2cc(Br)ccc21,active
9,CHEMBL112074,205.0,CCn1ccc2cc(C(c3ccccc3)n3ccnc3)ccc21,active
10,CHEMBL324326,50.0,N#Cc1ccc(Cn2cc(Cn3ccnc3)c3ccccc32)cc1,active
11,CHEMBL37321,6600.0,CCCCCCN1C(=O)CCC(CC)(c2ccncc2)C1=O,intermediate
12,CHEMBL353068,51000.0,c1ccc2c(c1)CCC1C(c3cc[nH]n3)C21,inactive
13,CHEMBL41066,3200.0,CCCCCCCC1(c2ccncc2)CCC(=O)NC1=O,intermediate
14,CHEMBL166709,250000.0,O=C1/C(=C/c2cccnn2)CCc2ccccc21,inactive
15,CHEMBL424556,103000.0,O=C1/C(=C/c2ccnnc2)CCc2ccccc21,inactive
16,CHEMBL1630273,6800.0,C[C@]12CC[C@H]3[C@@H](CC=C4[C@H](O)CCC[C@@]43CO)[C@@H]1CCC2=O,intermediate
17,CHEMBL1630261,50.0,C[C@]12CCCC=C1[C@H](O)C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,active
18,CHEMBL169251,170.0,O=C1/C(=C\c2c[nH]cn2)CCc2ccccc21,active
19,CHEMBL168636,9200.0,O=C1/C(=C/c2cccnc2)CCc2ccccc21,intermediate
20,CHEMBL90585,4600.0,O=C1/C(=C/c2ccncc2)CCc2ccccc21,intermediate
21,CHEMBL1629805,49.0,C[C@]12CC[C@H]3[C@@H](CCC4=CCCC[C@@]43CO)[C@@H]1CCC2=O,active
22,CHEMBL433728,250000.0,c1ccc2c(c1)CCC1C(c3ccsc3)C21,inactive
23,CHEMBL38877,31000.0,CCCN1C(=O)CCC(CC)(c2ccncc2)C1=O,inactive
24,CHEMBL169449,250000.0,O=C1c2ccccc2CCC1C(O)c1cnccn1,inactive
25,CHEMBL39275,40000.0,CCCCN1C(=O)CCC(CC)(c2ccncc2)C1=O,inactive
26,CHEMBL39513,21000.0,CCCCCN1C(=O)CCC(CC)(c2ccncc2)C1=O,inactive
27,CHEMBL2112738,11000.0,CC(=O)O[C@H]1CCC[C@@]2(CO)C1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,inactive
28,CHEMBL289116,10000.0,CCC1(c2ccncc2)CCC(=O)NC1=O,inactive
29,CHEMBL289116,45000.0,CCC1(c2ccncc2)CCC(=O)NC1=O,inactive
30,CHEMBL39782,30000.0,CCC1(c2ccncc2)CCC(=O)N(C)C1=O,inactive
31,CHEMBL304903,370.0,c1ccc2c(c1)CCC1C(c3ccncc3)C21,active
32,CHEMBL488,8000.0,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,intermediate
33,CHEMBL488,14000.0,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,inactive
34,CHEMBL168434,260.0,O=C1/C(=C/c2c[nH]cn2)CCc2ccccc21,active
35,CHEMBL352645,600.0,c1ccc2c(c1)CCC1C(c3c[nH]cn3)C21,active
36,CHEMBL2112739,1000.0,CC(=O)O[C@H]1CCC[C@@]2(C)C1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,active
37,CHEMBL440930,13000.0,c1cncc(C2C3CCc4ccccc4C32)c1,inactive
38,CHEMBL1630274,31.0,C[C@]12CC[C@H]3[C@@H](CC=C4[C@@H](O)CCC[C@@]43CO)[C@@H]1CCC2=O,active
39,CHEMBL1629804,60.0,C[C@]12CCCC=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,active
40,CHEMBL39661,800.0,CCCCCCCCN1C(=O)CCC(CC)(c2ccncc2)C1=O,active
41,CHEMBL39661,5000.0,CCCCCCCCN1C(=O)CCC(CC)(c2ccncc2)C1=O,intermediate
42,CHEMBL38550,3000.0,CCCCCCCCCN1C(=O)CCC(CC)(c2ccncc2)C1=O,intermediate
43,CHEMBL39152,3600.0,CCCCCCC1(c2ccncc2)CCC(=O)NC1=O,intermediate
44,CHEMBL166789,250000.0,c1ccc(C2C3CCc4ccccc4C32)nc1,inactive
45,CHEMBL3349856,860.0,C[C@]12CCC[C@@H](O)C1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,active
46,CHEMBL1630275,150000.0,CO[C@H]1CCC[C@@]2(CO)C1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,inactive
47,CHEMBL1630267,940.0,C[C@]12CC[C@H]3[C@@H](C[C@@H](O)C4=CCCC[C@@]43CO)[C@@H]1CCC2=O,active
48,CHEMBL38439,1500.0,CCCCCCCN1C(=O)CCC(CC)(c2ccncc2)C1=O,intermediate
49,CHEMBL38510,245000.0,CC1(c2ccncc2)CCC(=O)NC1=O,inactive
50,CHEMBL415753,18000.0,O=C1/C(=C/c2cc[nH]n2)CCc2ccccc21,inactive
51,CHEMBL3349864,280.0,C[C@]12CCC[C@H](O)C1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,active
52,CHEMBL1629806,190.0,C[C@]12CCCC=C1[C@@H](O)C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,active
53,CHEMBL169664,250000.0,O=C1c2ccccc2CCC1C(O)c1cccnn1,inactive
54,CHEMBL168762,250000.0,O=C1c2ccccc2CCC1C(O)c1ccnnc1,inactive
55,CHEMBL275594,6000.0,CCCC1(c2ccncc2)CCC(=O)NC1=O,intermediate
56,CHEMBL39781,385000.0,CCN1C(=O)CCC(CC)(c2ccncc2)C1=O,inactive
57,CHEMBL413344,38000.0,O=C1/C(=C/c2cnccn2)CCc2ccccc21,inactive
58,CHEMBL168444,27000.0,O=C1c2ccccc2CCC1C(O)c1ccncn1,inactive
59,CHEMBL288712,2500.0,CCCCCC1(c2ccncc2)CCC(=O)NC1=O,intermediate
60,CHEMBL169086,1100.0,O=C1/C(=C/c2cncs2)CCc2ccccc21,intermediate
61,CHEMBL168700,250000.0,c1ccc(C2C3CCc4ccccc4C32)cc1,inactive
62,CHEMBL355681,250000.0,Nc1ncc(/C=C2\CCc3ccccc3C2=O)s1,inactive
63,CHEMBL289766,2400.0,CCCCCCCCCC1(c2ccncc2)CCC(=O)NC1=O,intermediate
64,CHEMBL1630266,1400.0,C[C@]12CC[C@H]3[C@@H](C[C@H](O)C4=CCCC[C@@]43CO)[C@@H]1CCC2=O,intermediate
65,CHEMBL2111917,700.0,CC(=O)O[C@@H]1CCC[C@@]2(C)C1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,active
66,CHEMBL39840,10000.0,CCCCCCCCCCN1C(=O)CCC(CC)(c2ccncc2)C1=O,inactive
67,CHEMBL424203,250000.0,O=C1/C(=C/c2ccccn2)CCc2ccccc21,inactive
68,CHEMBL1630911,6900.0,C[C@]12CC[C@H]3[C@@H](CC=C4CCCC[C@@]43CO)[C@@H]1CCC2=O,intermediate
69,CHEMBL40125,4000.0,CCCCC1(c2ccncc2)CCC(=O)NC1=O,intermediate
70,CHEMBL28689,250000.0,O=C1/C(=C/c2ccccc2)CCc2ccccc21,inactive
71,CHEMBL166974,250000.0,O=C1/C(=C/c2ccsc2)CCc2ccccc21,inactive
72,CHEMBL2311169,660.0,C[C@]12CCCCC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,active
73,CHEMBL38472,330.0,CCCCCCCCC1(c2ccncc2)CCC(=O)NC1=O,active
74,CHEMBL38472,600.0,CCCCCCCCC1(c2ccncc2)CCC(=O)NC1=O,active
75,CHEMBL276140,100000.0,CSc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1cccnc1)CC2,inactive
76,CHEMBL297784,100000.0,Cn1ccc2cc3c(cc21)CCN3C(=O)Nc1cccnc1,inactive
77,CHEMBL14563,100000.0,Cc1cc2c(cc1Cl)N(C(=O)Nc1ccc(Oc3cccnc3C)nc1)CC2,inactive
78,CHEMBL274318,28500.0,O=C1CC(c2ccccc2)Oc2ccccc21,inactive
79,CHEMBL113739,187.5,C#CC[C@H]1CC2C(CCC3(C)C(=O)CCC23)C2CCC(=O)C=C21,active
80,CHEMBL113121,176.0,C#CC[C@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCC(=O)C=C12,active
81,CHEMBL10137,620.0,COc1ccc2c(c1)OC(c1ccccc1)/C(=C\c1ccncc1)C2=O,active
82,CHEMBL10072,3300.0,O=C1/C(=C\c2ccncc2)C(c2ccccc2)Oc2ccccc21,intermediate
83,CHEMBL113082,31.0,C#CC[C@@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCC(=O)C=C12,active
84,CHEMBL9687,8000.0,COc1ccc2c(c1)OC(c1ccccc1)CC2=O,intermediate
85,CHEMBL10026,800.0,O=C1/C(=C/c2ccncc2)C(c2ccccc2)Oc2ccccc21,active
86,CHEMBL2105261,56.2,C#CC[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,active
87,CHEMBL488,5200.0,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,intermediate
88,CHEMBL109211,275.0,C#CC[C@@H]1CC2C(CCC3(C)C(=O)CCC23)C2CCC(=O)C=C21,active
89,CHEMBL267508,1600.0,COc1ccc2c(c1)OC(c1ccccc1)/C(=C/c1ccncc1)C2=O,intermediate
90,CHEMBL27879,225.0,CCCCCCCCCCN1C(=O)C2CC(c3ccc(N)cc3)(C2)C1=O,active
91,CHEMBL27386,1000.0,Nc1ccc([C@@]23C[C@@H]2C(=O)NC3=O)cc1,active
92,CHEMBL287574,1800.0,Nc1ccc(C23CC2C(=O)NC3=O)cc1,intermediate
93,CHEMBL488,1900.0,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,intermediate
94,CHEMBL488,13000.0,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,inactive
95,CHEMBL281947,5.0,Nc1ccc(C23CC2C(=O)N(CC2CCCCC2)C3=O)cc1,active
96,CHEMBL281947,230.0,Nc1ccc(C23CC2C(=O)N(CC2CCCCC2)C3=O)cc1,active
97,CHEMBL26543,2000.0,Nc1ccc(C23CC(C2)C(=O)NC3=O)cc1,intermediate
98,CHEMBL27546,97.0,Nc1ccc(C23CC(C2)C(=O)N(CC2CCCCC2)C3=O)cc1,active
99,CHEMBL286506,62.0,CC(C)CN1C(=O)C2CC(c3ccc(N)cc3)(C2)C1=O,active
100,CHEMBL281947,150.0,Nc1ccc(C23CC2C(=O)N(CC2CCCCC2)C3=O)cc1,active
101,CHEMBL281947,12.0,Nc1ccc(C23CC2C(=O)N(CC2CCCCC2)C3=O)cc1,active
102,CHEMBL281947,780.0,Nc1ccc(C23CC2C(=O)N(CC2CCCCC2)C3=O)cc1,active
103,CHEMBL26651,23.0,CCCCCN1C(=O)C2CC2(c2ccc(N)cc2)C1=O,active
104,CHEMBL27591,31.0,CCCCCN1C(=O)C2CC(c3ccc(N)cc3)(C2)C1=O,active
105,CHEMBL28173,49.0,CCCCCCCN1C(=O)C2CC(c3ccc(N)cc3)(C2)C1=O,active
106,CHEMBL28290,240.0,COc1ccc(CN2C(=O)C3CC(c4ccc(N)cc4)(C3)C2=O)cc1,active
107,CHEMBL27467,13.0,Nc1ccc(C23CC(C2)C(=O)N(C2CCCCC2)C3=O)cc1,active
108,CHEMBL27467,70.0,Nc1ccc(C23CC(C2)C(=O)N(C2CCCCC2)C3=O)cc1,active
109,CHEMBL27698,111.0,CCCN1C(=O)C2CC(c3ccc(N)cc3)(C2)C1=O,active
110,CHEMBL27767,777000.0,Nc1ccc([C@]23C[C@H]2C(=O)NC3=O)cc1,inactive
111,CHEMBL29482,3.5,N#Cc1ccc(C(c2ccc(C#N)cc2)n2ccnc2)cc1,active
112,CHEMBL311077,38000.0,CC(=O)OCC12CCCC=C1CCC1C2CCC2(C)C(OC(C)=O)CCC12,inactive
113,CHEMBL424162,1000.0,C#CCSCC[C@]12CCC(=O)C=C1CCC1C2=CC[C@]2(C)C(=O)CCC12,active
114,CHEMBL349514,1000.0,CCSC(C[C@]12CCC(=O)C=C1CCC1C2=CC[C@]2(C)C(=O)CCC12)SCC,active
115,CHEMBL2112309,26000.0,C[C@]12CC[C@H]3[C@@H](CCC4=CCCC[C@@]43C(F)F)[C@@H]1CC[C@@H]2O,inactive
116,CHEMBL349704,12.0,CSCC[C@]12CCC(=O)C=C1CCC1C2=CC[C@]2(C)C(=O)CCC12,active
117,CHEMBL165279,1000.0,C[C@]12CC=C3C(CCC4=CC(=O)CC[C@@]43CCSCCS)C1CCC2=O,active
118,CHEMBL443530,44000.0,CC(=O)OCC12CCCC=C1CCC1C2CCC2(C)C(O)CCC12,inactive
119,CHEMBL488,1900.0,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,intermediate
120,CHEMBL352891,1000.0,CSSCC[C@]12CCC(=O)C=C1CCC1C2=CC[C@]2(C)C(=O)CCC12,active
121,CHEMBL81255,100000.0,CC(=O)OC1CCC2C3CCC4=CCCCC4(CO)C3CCC12C,inactive
122,CHEMBL31760,0.7,C=C(c1ccc(C#N)cc1)n1ccnc1,active
123,CHEMBL309656,4000.0,CC(=O)OCC12CCCC=C1CCC1C3CCC(=O)C3(C)CCC12,intermediate
124,CHEMBL83835,1200.0,CC12CCC3C(CCC4=CCCCC43C(F)F)C1CCC2=O,intermediate
125,CHEMBL349919,10000.0,CC(=O)SCC[C@]12CCC(=O)C=C1CCC1C2=CC[C@]2(C)C(=O)CCC12,inactive
126,CHEMBL349963,400.0,C[C@]12CC=C3C(CCC4=CC(=O)CC[C@@]43CCSc3ccccc3)C1CCC2=O,active
127,CHEMBL353571,570.0,CSCSCC[C@]12CCC(=O)C=C1CCC1C2=CC[C@]2(C)C(=O)CCC12,active
128,CHEMBL164746,10000.0,CSCCC[C@]12CCC(=O)C=C1CCC1C2=CC[C@]2(C)C(=O)CCC12,inactive
129,CHEMBL1629805,270.0,C[C@]12CC[C@H]3[C@@H](CCC4=CCCC[C@@]43CO)[C@@H]1CCC2=O,active
130,CHEMBL166017,10000.0,CN(C)CC[C@]12CCC(=O)C=C1CCC1C2=CC[C@]2(C)C(=O)CCC12,inactive
131,CHEMBL164821,1000.0,C[C@]12CC=C3C(CCC4=CC(=O)CC[C@@]43CC[Se]c3ccccc3)C1CCC2=O,active
132,CHEMBL164993,42.0,CSC(=O)C[C@]12CCC(=O)C=C1CCC1C2CC[C@]2(C)C(=O)CCC12,active
133,CHEMBL165925,10000.0,COCC[C@]12CCC(=O)C=C1CCC1C2=CC[C@]2(C)C(=O)CCC12,inactive
134,CHEMBL165218,870.0,CCSCC[C@]12CCC(=O)C=C1CCC1C2=CC[C@]2(C)C(=O)CCC12,active
135,CHEMBL350713,330.0,C#CSCC[C@]12CCC(=O)C=C1CCC1C2=CC[C@]2(C)C(=O)CCC12,active
136,CHEMBL81134,5900.0,CC12CCC3C(CCC4=CCCCC43C)C1C[C@H](Br)C2=O,intermediate
137,CHEMBL31456,7.7,N#Cc1ccc(/C(=N\c2ccc(Br)cc2)n2ccnc2)cc1,active
138,CHEMBL31215,3.2,N#Cc1ccc([C@@H]2CCCc3cncn32)cc1,active
139,CHEMBL350074,22.0,CSCC[C@]12CCC(=O)C=C1CCC1C2CC[C@]2(C)C(=O)CCC12,active
140,CHEMBL166032,1000.0,C[C@]12CC=C3C(CCC4=CC(=O)CC[C@@]43CCSC#N)C1CCC2=O,active
141,CHEMBL164543,50.0,C=CSCC[C@]12CCC(=O)C=C1CCC1C2=CC[C@]2(C)C(=O)CCC12,active
142,CHEMBL82981,62000.0,C#CC(O)C12CCCC=C1CCC1C3CCC(=O)C3(C)CCC12,inactive
143,CHEMBL165552,1000.0,C[C@]12CC=C3C(CCC4=CC(=O)CC[C@@]43CCSSc3ccc([N+](=O)[O-])cc3[N+](=O)[O-])C1CCC2=O,active
144,CHEMBL1629804,530.0,C[C@]12CCCC=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,active
145,CHEMBL285809,233.0,N#Cc1ccc(C2(c3ccc(C#N)cc3)CCCc3cncn32)cc1,active
146,CHEMBL351850,1000.0,C[C@]12CC=C3C(CCC4=CC(=O)CC[C@@]43CCSCCCl)C1CCC2=O,active
147,CHEMBL166148,1000.0,C[C@]12CC=C3C(CCC4=CC(=O)CC[C@@]43CCSC(F)F)C1CCC2=O,active
148,CHEMBL287677,680.0,N#Cc1ccc([C@H]2CCCc3cncn32)cc1,active
149,CHEMBL31224,2.9,N#Cc1ccc2c(c1)CCC=C2n1ccnc1,active
150,CHEMBL351526,270.0,C=CCSCC[C@]12CCC(=O)C=C1CCC1C2=CC[C@]2(C)C(=O)CCC12,active
151,CHEMBL351226,1000.0,CSC(C[C@]12CCC(=O)C=C1CCC1C2=CC[C@]2(C)C(=O)CCC12)SC,active
152,CHEMBL349851,1000.0,C[C@]12CC=C3C(CCC4=CC(=O)CC[C@@]43CCSSc3ccccc3)C1CCC2=O,active
153,CHEMBL440691,2300.0,CC12CCC3C(CCC4=CCCCC43CO)C1CCC2O,intermediate
154,CHEMBL83422,4100.0,CC12CCC3C(CCC4=CCCCC43C)C1C[C@@H](Br)C2=O,intermediate
155,CHEMBL132530,410.0,C[C@]12CCC(=O)C(O)=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,active
156,CHEMBL166060,10000.0,C[C@]12CC=C3C(CCC4=CC(=O)CC[C@@]43CCI)C1CCC2=O,inactive
157,CHEMBL439950,7300.0,CC12CCCC=C1CCC1C2CCC2(C)C(O)CCC12,intermediate
158,CHEMBL165106,50.0,C[C@]12CC=C3C(CCC4=CC(=O)CC[C@@]43CCSCF)C1CCC2=O,active
159,CHEMBL423096,1000.0,C[C@]12CC=C3C(CCC4=CC(=O)CC[C@@]43CCSCCO)C1CCC2=O,active
160,CHEMBL424185,10000.0,C[C@]12CC=C3C(CCC4=CC(=O)CC[C@@]43CCOS(C)(=O)=O)C1CCC2=O,inactive
161,CHEMBL166079,1000.0,C[C@]12CC=C3C(CCC4=CC(=O)CC[C@@]43CCSC3CC3)C1CCC2=O,active
162,CHEMBL165342,7400.0,CS[C@]12CCC(=O)C=C1CCC1C2=CC[C@]2(C)C(=O)CCC12,intermediate
163,CHEMBL93828,210.0,O=C1c2cccc(O)c2CCC1Cc1ccncc1,active
164,CHEMBL91992,8600.0,O=C1/C(=C/c2ccncc2)CCc2cc(O)ccc21,intermediate
165,CHEMBL419131,13000.0,COc1ccc2c(c1)C(=O)/C(=C/c1ccncc1)CC2,inactive
166,CHEMBL313774,3000.0,O=C1/C(=C/c2ccncc2)CCc2ccc(O)cc21,intermediate
167,CHEMBL91818,6200.0,O=C1c2ccc(O)cc2CCC1Cc1ccncc1,intermediate
168,CHEMBL90585,9300.0,O=C1/C(=C/c2ccncc2)CCc2ccccc21,intermediate
169,CHEMBL88233,3300.0,COc1ccc2c(c1)CCC(Cc1ccncc1)C2=O,intermediate
170,CHEMBL488,37000.0,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,inactive
171,CHEMBL488,37000.0,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,inactive
172,CHEMBL90077,4900.0,O=C1c2cc(O)ccc2CCC1Cc1ccncc1,intermediate
173,CHEMBL93666,9600.0,COc1ccc2c(c1)C(=O)C(Cc1ccncc1)CC2,intermediate
174,CHEMBL93828,170.0,O=C1c2cccc(O)c2CCC1Cc1ccncc1,active
175,CHEMBL91101,6300.0,COc1cccc2c1CC/C(=C\c1ccncc1)C2=O,intermediate
176,CHEMBL328217,8900.0,COc1ccc2c(c1)CC/C(=C\c1ccncc1)C2=O,intermediate
177,CHEMBL93666,7900.0,COc1ccc2c(c1)C(=O)C(Cc1ccncc1)CC2,intermediate
178,CHEMBL93828,200.0,O=C1c2cccc(O)c2CCC1Cc1ccncc1,active
179,CHEMBL92065,4300.0,O=C1c2ccccc2CCC1Cc1ccncc1,intermediate
180,CHEMBL93666,8500.0,COc1ccc2c(c1)C(=O)C(Cc1ccncc1)CC2,intermediate
181,CHEMBL92488,690.0,O=C1/C(=C/c2ccncc2)CCc2c(O)cccc21,active
182,CHEMBL90427,2200.0,COc1cccc2c1CCC(Cc1ccncc1)C2=O,intermediate
183,CHEMBL1629804,0.06,C[C@]12CCCC=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,active
184,CHEMBL307006,50.0,CCCCC[C@H]1CC2C(CCC3(C)C(O)CCC23)C2(C)CCCC=C12,active
185,CHEMBL73367,1.6,C[C@@H]1CC2C(CCC3(C)C(O)CCC23)C2(C)CCCC=C12,active
186,CHEMBL305630,9.0,CCCCC[C@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCCC=C12,active
187,CHEMBL70317,0.44,CCC[C@@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCCC=C12,active
188,CHEMBL307690,0.32,CC[C@@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCCC=C12,active
189,CHEMBL73279,0.36,CC12CCCC=C1CCC1C2CCC2(C)C1CC[C@@H]2O,active
190,CHEMBL69891,14.0,CCC[C@H]1CC2C(CCC3(C)C(O)CCC23)C2(C)CCCC=C12,active
191,CHEMBL72056,50.0,CCCCCCCC[C@@H]1CC2C(CCC3(C)C(O)CCC23)C2(C)CCCC=C12,active
192,CHEMBL307643,0.19,CC12CCC3C(C[C@H](O)C4=CCCCC43C)C1CCC2=O,active
193,CHEMBL310735,0.037,C[C@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCCC=C12,active
194,CHEMBL73368,50.0,CCCCCCCC[C@H]1CC2C(CCC3(C)C(O)CCC23)C2(C)CCCC=C12,active
195,CHEMBL308537,0.13,CO[C@@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCCC=C12,active
196,CHEMBL307581,0.12,CO[C@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCCC=C12,active
197,CHEMBL70959,3.7,C[C@H]1CC2C(CCC3(C)C(O)CCC23)C2(C)CCCC=C12,active
198,CHEMBL305205,0.049,C[C@@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCCC=C12,active
199,CHEMBL73071,43.0,CCC[C@@H]1CC2C(CCC3(C)C(O)CCC23)C2(C)CCCC=C12,active
200,CHEMBL72415,12.0,CCCCC[C@@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCCC=C12,active
201,CHEMBL74295,50.0,CCCCCCCC[C@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCCC=C12,active
202,CHEMBL70436,0.11,CC[C@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCCC=C12,active
203,CHEMBL72538,50.0,CCCCCCCC[C@@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCCC=C12,active
204,CHEMBL306022,3.3,CC[C@@H]1CC2C(CCC3(C)C(O)CCC23)C2(C)CCCC=C12,active
205,CHEMBL72228,0.16,CC(=O)O[C@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCCC=C12,active
206,CHEMBL73993,0.05,CC12CCC3C(C[C@@H](O)C4=CCCCC43C)C1CCC2=O,active
207,CHEMBL304770,0.26,CC(=O)O[C@@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCCC=C12,active
208,CHEMBL73219,50.0,CCCCC[C@@H]1CC2C(CCC3(C)C(O)CCC23)C2(C)CCCC=C12,active
209,CHEMBL74339,1.3,CC[C@H]1CC2C(CCC3(C)C(O)CCC23)C2(C)CCCC=C12,active
210,CHEMBL304305,0.23,CCC[C@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCCC=C12,active
211,CHEMBL430879,100.0,N#Cc1ccc(N(Cc2ccc(OS(N)(=O)=O)cc2)n2cnnc2)cc1,active
212,CHEMBL325346,39.0,N#Cc1ccc(N(Cc2cccc(OS(N)(=O)=O)c2)n2cnnc2)cc1,active
213,CHEMBL488,250.0,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,active
214,CHEMBL322322,2.3,N#Cc1ccc(N(Cc2ccc(OS(N)(=O)=O)c(Cl)c2)n2cnnc2)cc1,active
215,CHEMBL108483,0.82,N#Cc1ccc(N(Cc2ccc(OS(N)(=O)=O)c(Br)c2)n2cnnc2)cc1,active
216,CHEMBL99057,3300.0,C[C@]12CCC3C(CCC4=C(O)C(=O)CC[C@@]43C(F)F)C1CCC2=O,intermediate
217,CHEMBL108425,0.5,N#Cc1ccc(N(Cc2ccc(Br)cc2)n2cnnc2)cc1,active
218,CHEMBL317581,30.0,Clc1ccc(COC(Cn2cccc2)c2ccc(Cl)cc2Cl)cc1,active
219,CHEMBL108646,12.0,N#Cc1ccc(N(Cc2ccc(OS(N)(=O)=O)c(F)c2)n2cnnc2)cc1,active
220,CHEMBL134748,20000.0,C[C@@H]1C(OC(=O)Cc2ccccn2)CC2CC1C2(C)C,inactive
221,CHEMBL134442,440.0,C[C@@H]1CCC2C(C)(C)C3CC21CC[C@@]3(C)OC(=O)Cc1ccncc1,active
222,CHEMBL135095,1700.0,C[C@@H]1CCC2C(C)(C)C3CC21CC[C@@]3(C)OC(=O)Cc1cccnc1,intermediate
223,CHEMBL134509,9100.0,CC(C(=O)OC12CC3CC(CC(C3)C1)C2)c1cccnc1,intermediate
224,CHEMBL3084923,40000.0,CC(C)(C(=O)OC1(C)C2CC3CC(C2)CC1C3)c1cccnc1,inactive
225,CHEMBL134169,35000.0,CC(C)(C(=O)OC12CC3CC(CC(C3)C1)C2)c1cccnc1,inactive
226,CHEMBL131984,5600.0,C[C@@H]1C(OC(=O)Cc2cccnc2)CC2CC1C2(C)C,intermediate
227,CHEMBL132072,120.0,C[C@@H]1C(OC(=O)Cc2ccncc2)CC2CC1C2(C)C,active
228,CHEMBL135037,8900.0,O=C(Cc1cccnc1)OC12CC3CC(CC(C3)C1)C2,intermediate
229,CHEMBL337251,30000.0,C[C@@H]1C(OC(=O)C(C)(C)c2cccnc2)CC2CC1C2(C)C,inactive
230,CHEMBL3084924,10800.0,CC1(OC(=O)Cc2cccnc2)C2CC3CC(C2)CC1C3,inactive
231,CHEMBL132380,55000.0,CCC(CC)(C(=O)OC1CC2CC([C@@H]1C)C2(C)C)c1ccncc1,inactive
232,CHEMBL444068,80500.0,C[C@@H]1CCC2C(C)(C)C3CC21CC[C@@]3(C)OC(=O)C(C)(C)c1cccnc1,inactive
233,CHEMBL133724,1320.0,CC(C(=O)OC1CC2CC([C@@H]1C)C2(C)C)c1ccncc1,intermediate
234,CHEMBL135070,3850.0,C[C@@H]1C(OC(=O)C(C)(C)c2ccncc2)CC2CC1C2(C)C,intermediate
