,molecule_cheml_id,standard_value,canonical_smiles,bioactivity_class
2099,CHEMBL2440145,922.0,COc1ccc(-c2cc(CO)c3ccc4[nH]ccc4c3n2)cc1,active
2100,CHEMBL2442772,2112.0,OCc1cc(-c2ccccc2)nc2c1ccc1[nH]ccc12,intermediate
2101,CHEMBL2442771,10000.0,CCOC(=O)c1cc(-c2ccccc2)nc2ccc3c(ccn3CC)c12,inactive
2102,CHEMBL2442770,10000.0,CCOC(=O)c1cc(C)nc2c1ccc1[nH]ccc12,inactive
2103,CHEMBL2442769,10000.0,CCOC(=O)c1cc(-c2ccccc2)nc2c1ccc1c2ccn1CC,inactive
2104,CHEMBL2442768,10000.0,CCOC(=O)c1cc(-c2ccc(OC)cc2)nc2c1ccc1[nH]ccc12,inactive
2105,CHEMBL2442767,10000.0,CCOC(=O)c1cc(-c2ccccc2)nc2c1ccc1[nH]ccc12,inactive
2106,CHEMBL3099735,650.0,O=C1/C(=C\c2ccncc2)C(c2ccccc2)n2cccc21,active
2107,CHEMBL1095413,1600.0,O=C1/C(=C\c2cccnc2)C(c2ccc(OC(F)(F)F)cc2)n2cccc21,intermediate
2108,CHEMBL3099734,3000.0,O=C1/C(=C\c2cccnc2)C(c2ccccc2)n2cccc21,intermediate
2109,CHEMBL3099695,6000.0,N#Cc1ccc([C@H]2CCc3cncn32)c(F)c1,intermediate
2110,CHEMBL3099686,50.0,COC(=O)[C@]1(c2ccc(C#N)cc2Cl)CCc2cncn21,active
2111,CHEMBL3099683,1100.0,N#Cc1ccc([C@H]2CCCCc3cncn32)c(F)c1,intermediate
2112,CHEMBL287677,6000.0,N#Cc1ccc([C@H]2CCCc3cncn32)cc1,intermediate
2113,CHEMBL2011186,44000.0,O=C1c2ccccc2OCC1c1cccnc1,inactive
2114,CHEMBL2011177,17000.0,O=C1c2ccccc2OCC1c1ccc(Oc2ccccc2)cc1,inactive
2115,CHEMBL274318,8000.0,O=C1CC(c2ccccc2)Oc2ccccc21,intermediate
2116,CHEMBL275638,10000.0,O=c1cc(-c2ccccc2)oc2ccccc12,inactive
2117,CHEMBL1444,2.8,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,active
2118,CHEMBL3105528,800.0,O=C1c2cc(F)ccc2OCC1c1cccnc1,active
2119,CHEMBL3105527,67100.0,O=C1c2cccc(F)c2OCC1c1cccnc1,inactive
2120,CHEMBL3105526,2500.0,COc1ccc2c(c1)C(=O)C(c1cccnc1)CO2,intermediate
2121,CHEMBL3105524,190000.0,O=C1c2c(ccc3ccccc23)OCC1c1ccc(Oc2ccccc2)cc1,inactive
2122,CHEMBL3105522,20000.0,O=C1c2ccccc2OCC1c1cc(F)cc(F)c1,inactive
2123,CHEMBL3105521,33000.0,O=C1c2ccccc2OCC1c1ccc(F)cc1,inactive
2124,CHEMBL3105520,35000.0,O=C1c2ccccc2OCC1c1cccc(F)c1,inactive
2125,CHEMBL3105519,24000.0,O=C1c2ccccc2OCC1c1ccccc1F,inactive
2126,CHEMBL3105517,15000.0,O=C1c2cccc(F)c2OCC1c1ccccc1,inactive
2127,CHEMBL3134108,1800.0,COc1cc(O)c([C@H]2C[C@@H](c3ccccc3)Oc3c(C=O)c(O)cc(O)c32)c(O)c1C(=O)/C=C/c1ccccc1,intermediate
2128,CHEMBL3134107,3300.0,COc1cc(O)c([C@@H]2C[C@@H](c3ccccc3)Oc3c(C=O)c(O)cc(O)c32)c(O)c1C(=O)/C=C/c1ccccc1,intermediate
2129,CHEMBL399910,900.0,O=C1C[C@@H](c2ccccc2)Oc2cc(O)cc(O)c21,active
2130,CHEMBL117,800.0,O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12,active
2131,CHEMBL53343,12500.0,COc1c(C)c(O)c2c(c1C)O[C@H](c1ccccc1)CC2=O,inactive
2132,CHEMBL3134111,10700.0,COc1c(C)c(OC)c2c(c1C)O[C@H](c1ccccc1)C[C@H]2O,inactive
2133,CHEMBL3134115,600.0,COc1cc(O)c2c(c1C)O[C@H](c1ccccc1)CC2=O,active
2134,CHEMBL3134110,1010.0,COc1c(C)c(OC)c2c(c1C=O)O[C@H](c1ccccc1)C[C@H]2O,intermediate
2135,CHEMBL3134114,150.0,COc1c(C)c(O)c(C=O)c2c1[C@H](OC)C[C@@H](c1ccccc1)O2,active
2136,CHEMBL3134112,90.0,COc1cc(O)c(C=O)c2c1[C@H](OC)C[C@@H](c1ccccc1)O2,active
2137,CHEMBL3134109,40.0,COc1cc(O)c(C=O)c2c1[C@H](O)C[C@@H](c1ccccc1)O2,active
2138,CHEMBL3134113,80.0,COc1c(C)c(O)c(C=O)c2c1[C@H](O)C[C@@H](c1ccccc1)O2,active
2139,CHEMBL1444,1.1,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,active
2140,CHEMBL3134228,300000.0,COc1ccc2c(c1)N[C@H]1c3ccc(O)cc3OC[C@@H]21,inactive
2141,CHEMBL3221175,5300.0,Cc1cc(O)cc2c1Oc1cc(O)cc(C)c1C(=O)O2,intermediate
2142,CHEMBL3219070,14.4,O=c1c2ccccc2[nH]c2c(Cn3ccnc3)cccc12,active
2143,CHEMBL1444,36.2,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,active
2144,CHEMBL159073,40.0,O=c1c2ccccc2oc2c(Cn3ccnc3)ccc([N+](=O)[O-])c12,active
2145,CHEMBL1083665,16.5,O=c1c2ccccc2sc2c(Cn3ccnc3)ccc([N+](=O)[O-])c12,active
2146,CHEMBL3219600,41.0,COc1ccc2c(c1)C(=O)/C(=C/c1c[nH]cn1)CC2,active
2147,CHEMBL451168,9600.0,O=C1C[C@@H](c2ccc(O)c(O)c2)Oc2cc(O)ccc21,intermediate
2148,CHEMBL132530,470.0,C[C@]12CCC(=O)C(O)=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,active
2149,CHEMBL934,0.0,CC(C)(C(=O)c1cccnc1)c1cccnc1,active
2150,CHEMBL3359965,31813.0,O=C(Cn1ccnc1)c1ccc(OCc2cccnc2)cc1,inactive
2151,CHEMBL3359964,8299.0,O=C(Cn1ccnc1)c1ccc(OCc2ccc(OC(F)(F)F)cc2)cc1,intermediate
2152,CHEMBL3359963,4566.0,N#Cc1cccc(COc2ccc(C(=O)Cn3ccnc3)cc2)c1,intermediate
2153,CHEMBL3359962,3708.0,O=C(Cn1ccnc1)c1ccc(OCc2cccc([N+](=O)[O-])c2)cc1,intermediate
2154,CHEMBL3359961,5855.0,O=C(Cn1ccnc1)c1ccc(OCc2cccc(OC(F)(F)F)c2)cc1,intermediate
2155,CHEMBL3359960,4490.0,O=C(Cn1ccnc1)c1ccc(OCc2ccccc2)cc1,intermediate
2156,CHEMBL3359959,17464.0,O=C(Cn1ccnc1)c1cccc(OCc2ccccc2)c1,inactive
2157,CHEMBL3359958,349.0,COc1cc(COc2ccc3c(Cn4ccnc4)cc(=O)oc3c2)cc(OC)c1OC,active
2158,CHEMBL3359957,445.0,COc1ccc(COc2ccc3c(Cn4ccnc4)cc(=O)oc3c2)cc1OC,active
2159,CHEMBL1688901,165.0,O=c1cc(Cn2ccnc2)c2ccc(OCc3ccc(F)c(F)c3)cc2o1,active
2160,CHEMBL1688900,169.0,O=c1cc(Cn2ccnc2)c2ccc(OCc3cc(F)cc(F)c3)cc2o1,active
2161,CHEMBL3359956,639.0,O=c1cc(Cn2ccnc2)c2ccc(OCCc3ccccc3)cc2o1,active
2162,CHEMBL3359955,584.0,CC(C)Oc1ccc(COc2ccc3c(Cn4ccnc4)cc(=O)oc3c2)cc1,active
2163,CHEMBL3359954,477.0,CCCOc1ccc(COc2ccc3c(Cn4ccnc4)cc(=O)oc3c2)cc1,active
2164,CHEMBL1688898,127.0,COc1ccc(COc2ccc3c(Cn4ccnc4)cc(=O)oc3c2)cc1,active
2165,CHEMBL3359953,387.0,O=c1cc(Cn2ccnc2)c2ccc(OCc3ccc([N+](=O)[O-])cc3)cc2o1,active
2166,CHEMBL1688899,481.0,O=c1cc(Cn2ccnc2)c2ccc(OCc3ccc(OC(F)(F)F)cc3)cc2o1,active
2167,CHEMBL1688897,178.0,O=c1cc(Cn2ccnc2)c2ccc(OCc3ccc(Cl)cc3)cc2o1,active
2168,CHEMBL3359952,549.0,COc1cccc(COc2ccc3c(Cn4ccnc4)cc(=O)oc3c2)c1,active
2169,CHEMBL1688895,141.0,O=c1cc(Cn2ccnc2)c2ccc(OCc3cccc([N+](=O)[O-])c3)cc2o1,active
2170,CHEMBL1688894,207.0,O=c1cc(Cn2ccnc2)c2ccc(OCc3cccc(OC(F)(F)F)c3)cc2o1,active
2171,CHEMBL1688892,235.0,O=c1cc(Cn2ccnc2)c2ccc(OCc3cccc(C(F)(F)F)c3)cc2o1,active
2172,CHEMBL1688890,130.0,O=c1cc(Cn2ccnc2)c2ccc(OCc3cccc(Cl)c3)cc2o1,active
2173,CHEMBL1688891,113.0,O=c1cc(Cn2ccnc2)c2ccc(OCc3cccc(F)c3)cc2o1,active
2174,CHEMBL1688893,114.0,Cc1cccc(COc2ccc3c(Cn4ccnc4)cc(=O)oc3c2)c1,active
2175,CHEMBL225499,150.0,O=c1cc(Cn2ccnc2)c2ccc(OCc3ccccc3)cc2o1,active
2176,CHEMBL437731,47.0,O=c1cc(Cn2ccnc2)c2ccc(Oc3ccccc3)cc2o1,active
2177,CHEMBL3099695,856.0,N#Cc1ccc([C@H]2CCc3cncn32)c(F)c1,active
2178,CHEMBL9298,4.5,N#Cc1ccc(C2CCCc3cncn32)cc1,active
2179,CHEMBL3315157,34400.0,CC1=C(O)C(=O)C[C@]2(C)[C@H]3CCc4cocc4[C@]3(CO)CCC12O,inactive
2180,CHEMBL9352,1200.0,O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)cc(O)c21,intermediate
2181,CHEMBL465881,31100.0,CC(C)=CCc1cc2cc(-c3cc(O)cc(O)c3)oc2cc1O,inactive
2182,CHEMBL488,6400.0,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,intermediate
2183,CHEMBL9298,30.0,N#Cc1ccc(C2CCCc3cncn32)cc1,active
2184,CHEMBL1200374,900.0,C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,active
2185,CHEMBL3407539,980.0,C[C@]12C=CC(=O)C=C1C(CO)=C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,active
2186,CHEMBL3407538,250.0,C=C1C[C@H]2[C@@H]3CC[C@H](O)[C@@]3(C)CC[C@@H]2[C@@]2(C)C=CC(=O)C=C12,active
2187,CHEMBL3407537,1180.0,C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@]2(C)C1=CC(=O)[C@@H]1O[C@@H]12,intermediate
2188,CHEMBL3407536,730.0,C[C@]12C=CC(=O)C=C1[C@@]1(CO1)C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,active
2189,CHEMBL1200374,50.0,C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,active
2190,CHEMBL3407539,670.0,C[C@]12C=CC(=O)C=C1C(CO)=C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,active
2191,CHEMBL3407538,100.0,C=C1C[C@H]2[C@@H]3CC[C@H](O)[C@@]3(C)CC[C@@H]2[C@@]2(C)C=CC(=O)C=C12,active
2192,CHEMBL3407537,810.0,C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@]2(C)C1=CC(=O)[C@@H]1O[C@@H]12,active
2193,CHEMBL3407536,620.0,C[C@]12C=CC(=O)C=C1[C@@]1(CO1)C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,active
2194,CHEMBL3415152,10000.0,Fc1cc2c(cc1-c1cccnc1)CCc1nncn1-2,inactive
2195,CHEMBL3415153,10000.0,Fc1cc(-c2cccnc2)cc2c1-n1cnnc1CC2,inactive
2196,CHEMBL3415154,10000.0,Cc1nnc2n1-c1cc(F)c(-c3cccnc3)cc1CC2,inactive
2197,CHEMBL3415155,10000.0,Cc1nnc2n1-c1c(F)cc(-c3cccnc3)cc1CC2,inactive
2198,CHEMBL3415156,10000.0,CCc1nnc2n1-c1cc(F)c(-c3cccnc3)cc1CC2,inactive
2199,CHEMBL3415157,10000.0,CCc1nnc2n1-c1c(F)cc(-c3cccnc3)cc1CC2,inactive
2200,CHEMBL3415158,10000.0,CC(C)c1nnc2n1-c1cc(F)c(-c3cccnc3)cc1CC2,inactive
2201,CHEMBL3415159,10000.0,CC(C)c1nnc2n1-c1c(F)cc(-c3cccnc3)cc1CC2,inactive
2202,CHEMBL3415160,10000.0,Fc1cc2c(cc1-c1cccnc1)CCc1nnc(-c3ccccc3)n1-2,inactive
2203,CHEMBL3415161,10000.0,Fc1cc(-c2cccnc2)cc2c1-n1c(nnc1-c1ccccc1)CC2,inactive
2204,CHEMBL3415162,10000.0,Fc1cc2c(cc1-c1cccnc1)CCc1nnc(Cc3ccccc3)n1-2,inactive
2205,CHEMBL3415163,10000.0,O=C(c1ccccc1)c1nnc2n1-c1c(F)cc(-c3cccnc3)cc1CC2,inactive
2206,CHEMBL3415164,10000.0,Fc1cc2c(cc1-c1cccnc1)CCc1nnc(-c3ccncc3)n1-2,inactive
2207,CHEMBL3415165,10000.0,Fc1cc(-c2cccnc2)cc2c1-n1c(nnc1-c1ccncc1)CC2,inactive
2208,CHEMBL3415166,10000.0,COc1cncc(-c2cc(F)c3c(c2)CCc2nnc(C)n2-3)c1,inactive
2209,CHEMBL3415167,10000.0,Cc1nnc2n1-c1c(F)cc(-c3cncc(C(C)O)c3)cc1CC2,inactive
2210,CHEMBL3415168,10000.0,CC(=O)c1cncc(-c2cc(F)c3c(c2)CCc2nnc(C)n2-3)c1,inactive
2211,CHEMBL3415169,10000.0,Cc1nnc2n1-c1c(F)cc(-c3cncc(C(F)(F)F)c3)cc1CC2,inactive
2212,CHEMBL3415170,10000.0,Cc1nnc2n1-c1c(F)cc(-c3cncc(C#N)c3)cc1CC2,inactive
2213,CHEMBL2331699,10000.0,Cc1nnc2n1-c1c(F)cc(-c3cncc(F)c3)cc1CC2,inactive
2214,CHEMBL3415171,10000.0,Cc1nnc2n1-c1c(F)cc(-c3cncc(-c4ccccc4)c3)cc1CC2,inactive
2215,CHEMBL3415172,10000.0,Cc1nnc2n1-c1c(F)cc(-c3cncc4ccccc34)cc1CC2,inactive
2216,CHEMBL3313969,10000.0,Cc1ccncc1-c1cc(F)c2c(c1)CCc1nnc(C)n1-2,inactive
2217,CHEMBL3415173,10000.0,Cc1c(F)cncc1-c1cc(F)c2c(c1)CCc1nnc(C)n1-2,inactive
2218,CHEMBL3415174,10000.0,Fc1cncc(-c2cc(F)c3c(c2)CCc2nncn2-3)c1,inactive
2219,CHEMBL3415175,10000.0,Cc1c(F)cncc1-c1cc(F)c2c(c1)CCc1nncn1-2,inactive
2220,CHEMBL428780,5000.0,c1ccc(-c2ccc(Cn3ccnc3)cn2)cc1,intermediate
2221,CHEMBL2417553,5000.0,Cc1cncc(Cc2ccc(-c3ccccc3)nc2)c1,intermediate
2222,CHEMBL2165320,35.0,O=C1CCc2cc(-c3cccnc3)c(OCc3ccccc3)cc2N1,active
2223,CHEMBL934,5000.0,CC(C)(C(=O)c1cccnc1)c1cccnc1,intermediate
2224,CHEMBL3421765,146.0,O=[N+]([O-])c1ccc(-c2cccnc2)c(OCc2ccccc2)c1,active
2225,CHEMBL3421766,75.0,O=[N+]([O-])c1ccc(-c2cccnc2)c(OCCc2ccccc2)c1,active
2226,CHEMBL3421767,137.0,O=[N+]([O-])c1ccc(-c2cccnc2)c(OCCCc2ccccc2)c1,active
2227,CHEMBL3421768,2425.0,O=[N+]([O-])c1ccc(-c2ccncc2)c(OCc2ccccc2)c1,intermediate
2228,CHEMBL3421769,1894.0,O=[N+]([O-])c1ccc(-c2ccncc2)c(OCCc2ccccc2)c1,intermediate
2229,CHEMBL3421770,4993.0,O=[N+]([O-])c1ccc(-c2ccncc2)c(OCCCc2ccccc2)c1,intermediate
2230,CHEMBL3421778,2090.0,FC(F)(F)c1ccc(-c2ccncc2)c(OCCc2ccccc2)c1,intermediate
2231,CHEMBL3421779,165.0,N#Cc1ccc(-c2cccnc2)c(OCCc2ccccc2)c1,active
2232,CHEMBL3421780,1546.0,N#Cc1ccc(-c2ccncc2)c(OCCc2ccccc2)c1,intermediate
2233,CHEMBL3421785,128.0,O=[N+]([O-])c1ccc(Cc2cccnc2)c(OCCc2ccccc2)c1,active
2234,CHEMBL3421786,157.0,O=[N+]([O-])c1ccc(Cc2ccncc2)c(OCCc2ccccc2)c1,active
2235,CHEMBL3421764,447.0,Nc1ccc(-c2cccnc2)c(OCc2ccccc2)c1,active
2236,CHEMBL3422044,699.0,NCCOc1ccc(/C(=C(\Cn2cnnc2)c2ccccc2)c2ccc(O)cc2)cc1,active
2237,CHEMBL3422043,715.0,NCCOc1ccc(/C(=C(/Cn2cnnc2)c2ccccc2)c2ccc(O)cc2)cc1,active
2238,CHEMBL3422042,174.0,NCCOc1ccc(/C(=C(\Cn2cncn2)c2ccccc2)c2ccc(O)cc2)cc1,active
2239,CHEMBL3422041,16.9,NCCOc1ccc(/C(=C(\Cn2ccnc2)c2ccccc2)c2ccc(O)cc2)cc1,active
2240,CHEMBL3422040,48.9,N#CC/C(=C(/c1ccc(O)cc1)c1ccc(OCCN)cc1)c1ccccc1,active
2241,CHEMBL3422039,1930.0,NCCOc1ccc(C(=C(c2ccccc2)c2ccccc2)c2ccc(O)cc2)cc1,intermediate
2242,CHEMBL3422038,328.0,CC(C)/C(=C(/c1ccc(O)cc1)c1ccc(OCCN)cc1)c1ccccc1,active
2243,CHEMBL3422037,261.0,CCC/C(=C(/c1ccc(O)cc1)c1ccc(OCCN)cc1)c1ccccc1,active
2244,CHEMBL3422036,143.0,NCCOc1ccc(/C(=C(\CCCl)c2ccccc2)c2ccc(O)cc2)cc1,active
2245,CHEMBL3422035,337.0,C/C(=C(/c1ccc(O)cc1)c1ccc(OCCN)cc1)c1ccccc1,active
2246,CHEMBL3422034,6290.0,NCCOc1ccc(/C(=C/c2ccccc2)c2ccc(O)cc2)cc1,intermediate
2247,CHEMBL3422033,48.1,CC/C(=C(/c1ccc(N)cc1)c1ccc(OCCN)cc1)c1ccc(O)cc1,active
2248,CHEMBL3422032,53.1,CC/C(=C(/c1ccc(N)cc1)c1ccc(OCCN)cc1)c1ccccc1,active
2249,CHEMBL3422031,913.0,CC/C(=C(/c1ccccc1)c1ccc(OCCN)cc1)c1ccccc1,active
2250,CHEMBL3422030,1320.0,CCC(CC)=C(c1ccc(O)cc1)c1ccc(OCCN)cc1,intermediate
2251,CHEMBL3422029,1020.0,CC/C(=C(/c1ccc(O)cc1)c1ccc(OCCN)cc1)c1ccc(F)cc1,intermediate
2252,CHEMBL3422028,45.0,CC/C(=C(/c1ccc(O)cc1)c1ccc(OCCN)cc1)c1ccc(O)cc1,active
2253,CHEMBL3422045,493.0,NCCOc1ccc(/C(=C2\CCc3ccccc32)c2ccc(O)cc2)cc1,active
2254,CHEMBL3422046,30500.0,CC/C(=C(/c1ccc(O)cc1)c1ccc(OCCO)cc1)c1ccccc1,inactive
2255,CHEMBL3422047,3680.0,CC/C(=C(/c1ccc(O)cc1)c1ccc(OCC(=O)O)cc1)c1ccccc1,intermediate
2256,CHEMBL3422050,1240.0,CC/C(=C(/c1ccc(O)cc1)c1ccc(OCCCN)cc1)c1ccccc1,intermediate
2257,CHEMBL3422051,7340.0,CC/C(=C(/c1ccc(O)cc1)c1ccc(CCCN)cc1)c1ccccc1,intermediate
2258,CHEMBL3422052,491.0,CC/C(=C(/c1ccc(O)cc1)c1ccc(CCCN)cc1)c1ccc(O)cc1,active
2259,CHEMBL2386285,102.0,CC/C(=C(/c1ccc(O)cc1)c1ccc(OCCN)cc1)c1ccccc1,active
2260,CHEMBL1444,5.3,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,active
2261,CHEMBL3582472,4513.0,Fc1cncc(-c2nc3cc(F)c(F)cc3n2C2CC2)c1,intermediate
2262,CHEMBL3582477,1268.0,CC(C)(O)c1cncc(-c2nc3cc(F)c(F)cc3n2C2CC2)c1,intermediate
2263,CHEMBL3582478,1021.0,CC(C)(O)c1cncc(-c2nc3ccc(F)cc3n2C2CC2)c1,intermediate
2264,CHEMBL2430505,12500.0,O=S(=O)(NCCc1ccccc1)c1ccc(-n2cc(-c3ccccc3)nn2)cc1,inactive
2265,CHEMBL2430506,9400.0,O=S(=O)(NCCc1ccccc1)c1ccc(-n2cc(COc3ccccc3)nn2)cc1,intermediate
2266,CHEMBL2430509,8000.0,Cc1ccc(OCc2cn(-c3ccc(S(=O)(=O)NCCc4ccccc4)cc3)nn2)cc1,intermediate
2267,CHEMBL2430510,7900.0,O=Cc1ccc(OCc2cn(-c3ccc(S(=O)(=O)NCCc4ccccc4)cc3)nn2)cc1,intermediate
2268,CHEMBL2430511,2900.0,O=[N+]([O-])c1ccc(OCc2cn(-c3ccc(S(=O)(=O)NCCc4ccccc4)cc3)nn2)cc1,intermediate
2269,CHEMBL2430512,3400.0,Cc1ccccc1OCc1cn(-c2ccc(S(=O)(=O)NCCc3ccccc3)cc2)nn1,intermediate
2270,CHEMBL2430507,3400.0,O=S(=O)(NCCc1ccccc1)c1ccc(-n2cc(COc3cccc4ccccc34)nn2)cc1,intermediate
2271,CHEMBL2430508,1300.0,O=S(=O)(NCCc1ccccc1)c1ccc(-n2cc(COc3ccc4ccccc4c3)nn2)cc1,intermediate
2272,CHEMBL2430497,12500.0,O=c1ccc2ccc(OCc3cn(-c4ccc(S(=O)(=O)NCCc5ccccc5)cc4)nn3)cc2o1,inactive
2273,CHEMBL2430498,1800.0,O=c1cc(OCc2cn(-c3ccc(S(=O)(=O)NCCc4ccccc4)cc3)nn2)c2ccccc2o1,intermediate
2274,CHEMBL2430499,4600.0,COc1ccc(CCNS(=O)(=O)c2ccc(-n3cc(-c4ccccc4)nn3)cc2)cc1OC,intermediate
2275,CHEMBL2430501,2700.0,COc1ccc(CCNS(=O)(=O)c2ccc(-n3cc(COc4ccc([N+](=O)[O-])cc4)nn3)cc2)cc1OC,intermediate
2276,CHEMBL3264672,12500.0,CC(=O)c1ccccc1OCc1cn(-c2ccc(S(=O)(=O)N3CCc4ccccc4C3)cc2)nn1,inactive
2277,CHEMBL3264675,12500.0,O=c1cc(OCc2cn(-c3ccc(S(=O)(=O)N4CCc5ccccc5C4)cc3)nn2)c2ccccc2o1,inactive
2278,CHEMBL3264684,12500.0,COc1cc2c(cc1OC)CN(S(=O)(=O)c1ccc(-n3cc(COc4ccc([N+](=O)[O-])cc4)nn3)cc1)CC2,inactive
2279,CHEMBL3264679,12500.0,COc1cc2c(cc1OC)CN(S(=O)(=O)c1ccc(-n3cc(COc4ccccc4C)nn3)cc1)CC2,inactive
2280,CHEMBL3264682,12500.0,COC(=O)c1ccccc1OCc1cn(-c2ccc(S(=O)(=O)N3CCc4cc(OC)c(OC)cc4C3)cc2)nn1,inactive
2281,CHEMBL3264681,12500.0,COc1cc2c(cc1OC)CN(S(=O)(=O)c1ccc(-n3cc(COc4ccccc4C(C)=O)nn3)cc1)CC2,inactive
2282,CHEMBL3264685,12500.0,COc1cc2c(cc1OC)CN(S(=O)(=O)c1ccc(-n3cc(COc4cc(C=O)ccc4OC)nn3)cc1)CC2,inactive
2283,CHEMBL3589964,12500.0,O=c1cc(OCc2cn(-c3cccc(S(=O)(=O)N4CCc5ccccc5C4)c3)nn2)c2ccccc2o1,inactive
2284,CHEMBL3589965,200.0,COc1cc2c(cc1OC)CN(S(=O)(=O)c1cccc(-n3cc(COc4ccc5ccc(=O)oc5c4)nn3)c1)CC2,active
2285,CHEMBL3589966,1800.0,COc1cc2c(cc1OC)CN(S(=O)(=O)c1cccc(-n3cc(COc4cc(=O)oc5ccccc45)nn3)c1)CC2,intermediate
2286,CHEMBL157101,2600.0,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,intermediate
2287,CHEMBL1444,3.3,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,active
2288,CHEMBL430879,100.0,N#Cc1ccc(N(Cc2ccc(OS(N)(=O)=O)cc2)n2cnnc2)cc1,active
2289,CHEMBL3622054,0.28,N#Cc1ccc(N(CCSc2ccc(O)cc2)n2cnnc2)cc1,active
2290,CHEMBL3622055,0.26,N#Cc1ccc(N(CCSc2ccc(O)c(Cl)c2)n2cnnc2)cc1,active
2291,CHEMBL3622056,0.42,N#Cc1ccc(N(CCSc2ccc(OS(N)(=O)=O)cc2)n2cnnc2)cc1,active
2292,CHEMBL3622057,0.45,N#Cc1ccc(N(CCSc2ccc(OS(N)(=O)=O)c(Cl)c2)n2cnnc2)cc1,active
2293,CHEMBL3622058,0.51,N#Cc1ccc(N(CCCSc2ccc(OS(N)(=O)=O)cc2)n2cnnc2)cc1,active
2294,CHEMBL3622059,0.73,N#Cc1ccc(N(CCCCCSc2ccc(OS(N)(=O)=O)cc2)n2cnnc2)cc1,active
2295,CHEMBL3622060,15.0,N#Cc1ccc(N(CCCS(=O)(=O)c2ccc(O)cc2)n2cnnc2)cc1,active
2296,CHEMBL3622061,5.2,N#Cc1ccc(N(CC2CCc3cc(OS(N)(=O)=O)ccc3C2)n2cnnc2)cc1,active
2297,CHEMBL3622062,31.0,N#Cc1ccc(N(Cc2ccc3cc(OS(N)(=O)=O)ccc3c2)n2cnnc2)cc1,active
2298,CHEMBL3622063,2.1,N#Cc1ccc(N(Cc2ccc3c(Cl)c(OS(N)(=O)=O)ccc3c2)n2cnnc2)cc1,active
2299,CHEMBL3622064,0.25,N#Cc1ccc(N(Cc2ccc3c(Br)c(OS(N)(=O)=O)ccc3c2)n2cnnc2)cc1,active
2300,CHEMBL3622065,2.7,N#Cc1ccc(N(CCn2ccc3cc(OS(N)(=O)=O)ccc32)n2cnnc2)cc1,active
2301,CHEMBL3622066,2.3,Cn1cc(CCN(c2ccc(C#N)cc2)n2cnnc2)c2cc(OS(N)(=O)=O)ccc21,active
2302,CHEMBL3622067,4.0,N#Cc1ccc(N(CCc2coc3ccc(OS(N)(=O)=O)cc23)n2cnnc2)cc1,active
2303,CHEMBL1444,0.89,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,active
2304,CHEMBL479942,3044.0,NS(=O)(=O)Oc1ccc(C(c2ccc(OS(N)(=O)=O)cc2)n2cncn2)cc1,intermediate
2305,CHEMBL518761,3.0,N#Cc1ccc(C(c2ccc(OS(N)(=O)=O)c(Br)c2)n2cncn2)cc1,active
2306,CHEMBL479559,3.2,N#Cc1ccc([C@H](c2ccc(OS(N)(=O)=O)c(Br)c2)n2cncn2)cc1,active
2307,CHEMBL480321,14.3,N#Cc1ccc([C@@H](c2ccc(OS(N)(=O)=O)c(Br)c2)n2cncn2)cc1,active
2308,CHEMBL224060,29.0,Cn1nnc2ccc([C@H](c3ccc(Cl)cc3)n3cncn3)cc21,active
2309,CHEMBL3622363,29.0,Cn1nnc2ccc(C(c3ccc(OS(N)(=O)=O)cc3)n3cncn3)cc21,active
2310,CHEMBL592131,0.12,N#Cc1ccc(Cn2cncn2)cc1-c1ccc(OS(N)(=O)=O)c(Cl)c1,active
2311,CHEMBL597808,0.15,N#Cc1ccc(Cn2cncn2)cc1-c1ccc(O)c(Cl)c1,active
