molecule_cheml_id,standard_value,canonical_smiles
CHEMBL132530,1200.0,C[C@]12CCC(=O)C(O)=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12
CHEMBL3754183,580.0,CC1=C[C@@]2(C)C(=CC1=O)CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12
CHEMBL3753352,710.0,CC1=C[C@@]2(C)C(=CC1=O)[C@@H](Br)C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12
CHEMBL3753611,140.0,C[C@]12C=C(CCCc3ccccc3)C(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12
CHEMBL3754516,1700.0,C[C@]12CC[C@H](OC=O)C=C1C(=O)C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12
CHEMBL3752351,1700.0,CC(=O)O[C@@H]1C=C2C(=O)C[C@@H]3[C@H](CC[C@]4(C)C(=O)CC[C@@H]34)[C@@]2(C)CC1
CHEMBL3752280,1700.0,C[C@]12CCCC=C1C(=O)C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12
CHEMBL3754241,190.0,C[C@]12CCC(=O)C(Sc3ccccc3)=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12
CHEMBL3754489,1650.0,C[C@]12CCC(=O)C(Oc3ccccc3)=C1C[C@@H](Sc1ccccc1)[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12
CHEMBL484584,530.0,C[C@]12CCC(=O)C(Oc3ccccc3)=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12
CHEMBL2113524,2700.0,C[C@]12CCC(=O)C(SC(F)F)=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12
CHEMBL3752892,800.0,C[C@]12CCC(=O)C(SCF)=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12
CHEMBL3754724,940.0,C[C@]12CCC(=O)C(SCCl)=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12
CHEMBL3754538,990.0,C[C@]12CCC(=O)C(c3ccc(OS(N)(=O)=O)cc3)=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12
CHEMBL1629804,130.0,C[C@]12CCCC=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12
CHEMBL1629802,180.0,C[C@]12CC[C@H]3O[C@H]3[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12
CHEMBL1077603,140.0,C[C@]12CC[C@H](O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12
CHEMBL3623217,169.3,C[C@]12CC[C@H]3[C@@H](CCC4=C(Sc5ccccc5)C(=O)CC[C@@]43C)[C@@H]1C[C@H](C#N)[C@@H]2O
CHEMBL3753645,2800.0,C[C@]12CCC(=O)C=C1[C@@H](OC(=O)CBr)C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12
CHEMBL1200374,230.0,C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12
CHEMBL3751946,910.0,C[C@]12C=CC(=O)C=C1[C@@H](CC[N+](=O)[O-])C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12
CHEMBL3753463,2500.0,C[C@]12C=CC(=O)C=C1[C@@H](CC=O)C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12
CHEMBL3752191,10000.0,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1C[C@H]1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12
CHEMBL3623213,180.0,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)[C@@H](n3ccnc3)C[C@@H]12
CHEMBL3623214,168.0,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)[C@@H](n3ccnc3)C[C@@H]12
CHEMBL3753842,400.0,CC(=O)O[C@H]1[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)CCC(=O)C=C2[C@@H]1N=[N+]=[N-]
CHEMBL3753778,3100.0,C[C@]12CC[C@H]3[C@@H](/C(=N/OCCCn4ccnc4)C=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CC[C@@H]2O
CHEMBL3752381,12000.0,CC(=O)O[C@H]1CC[C@@]2(C)C(=C/C(=N\OCCCn3ccnc3)[C@H]3[C@@H]4CC[C@H](OC(C)=O)[C@@]4(C)CC[C@@H]32)C1
CHEMBL3623223,470.0,C=CC[C@@H]1CC2=CC(=O)C=C[C@]2(C)[C@H]2CC[C@]3(C)C(=O)CC[C@H]3[C@H]12
CHEMBL3753182,26000.0,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C(=O)C(F)(F)F)[C@@H]1CCC2=O
CHEMBL3752510,12.0,CSCC[C@]12CCC(=O)C=C1CC[C@@H]1C2=CC[C@]2(C)C(=O)CC[C@@H]12
CHEMBL3753104,50.0,C[C@]12CC=C3[C@@H](CCC4=CC(=O)CC[C@@]43CCSCF)[C@@H]1CCC2=O
CHEMBL3751861,120500.0,C[C@]12CC[C@H]3[C@@H](Cc4noc5c4[C@]3(C)CC[C@@H]5O)[C@@H]1CC[C@@H]2O
CHEMBL3752050,1889.0,C[C@]12CCC(=O)c3onc(c31)C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12
CHEMBL3752637,18570.0,C[C@]12CC[C@H]3[C@@H](Cc4noc5c4[C@]3(C)CCC5=O)[C@@H]1CC[C@@H]2O
CHEMBL3623216,1019.8,C[C@]12CC(C#N)=C(O)C(=O)[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12
CHEMBL3623215,512.0,C[C@]12Cc3cn[nH]c3C(=O)[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12
CHEMBL3752216,1820.0,COc1ccc([C@@H]2[C@H]3C[C@H]4[C@@H]5CCC6=CC(=O)C=C[C@]6(C)[C@H]5CC[C@]4(C)C3=NN2C)cc1
CHEMBL3754253,1820.0,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C3=NN(c4ccccc4)[C@H](c4ccccc4)[C@H]3C[C@@H]12
CHEMBL3754378,1820.0,COc1ccc([C@@H]2[C@H]3C[C@H]4[C@@H]5CCC6=CC(=O)C=C[C@]6(C)[C@H]5CC[C@]4(C)C3=NN2c2ccccc2)cc1
CHEMBL3752689,4400.0,COc1cc(/C=C2\C[C@H]3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@H]4CC[C@]3(C)C2=O)ccc1OCCCn1ccnc1
CHEMBL3623212,2400.0,COc1cc(/C=C2\C[C@H]3[C@@H]4CC=C5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2O)ccc1OCCCn1ccnc1
CHEMBL3754157,42300.0,C[C@]12CCC(=O)C3=C1C(=Nc1ccccc1S3)C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12
CHEMBL3751913,245.0,C[C@]12CC[C@H]3[C@@H](Cc4nn(Cc5ccccc5)c5c4[C@]3(C)CCC5=O)[C@@H]1CC[C@@H]2O
CHEMBL3751984,236.0,C[C@]12CC[C@H]3[C@@H](Cc4n[nH]c5c4[C@]3(C)CCC5=O)[C@@H]1CC[C@@H]2O
CHEMBL2003274,5200.0,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)/C(=C/c3ccncc3)C[C@@H]12
CHEMBL3752285,6400.0,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)/C(=C/c3ccc4c(c3)OCO4)C[C@@H]12
CHEMBL3752166,1820.0,CN1N=C2[C@H](C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4CC[C@]23C)[C@H]1c1ccccc1
CHEMBL3794430,6100.0,O=c1c(Cc2ccncc2)coc2ccccc12
CHEMBL3793091,5000.0,O=c1c(Cc2ccncc2)coc2cc(F)ccc12
CHEMBL3794417,10000.0,O=c1cc(Cc2ccncc2)oc2cc(F)ccc12
CHEMBL3793530,7900.0,COc1ccc2c(=O)c(Cc3c[nH]cn3)coc2c1
CHEMBL3793576,3100.0,O=c1c(Cc2c[nH]cn2)coc2cc(F)ccc12
CHEMBL3799363,250.0,C[C@]12CCC(=O)C=C1CC[C@@H]1C2=CC[C@]2(C)C(=O)CC[C@@H]12
CHEMBL3800417,530.0,C[C@]12CC[C@H]3[C@@H](CC[C@]45O[C@H]4CCC[C@]35C)[C@@H]1CCC2=O
CHEMBL3798461,110.0,C[C@]12CC[C@H]3C[C@H]3[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12
CHEMBL3623223,470.0,C=CC[C@@H]1CC2=CC(=O)C=C[C@]2(C)[C@H]2CC[C@]3(C)C(=O)CC[C@H]3[C@H]12
CHEMBL3799189,12310.0,C[C@H](O)C/C=C/CCCCC1Cc2cc(O)cc(O)c2C(=O)O1
CHEMBL3805021,53.0,COC(=O)c1ccccc1S(=O)(=O)N1CCCC(Cn2ccnc2)C1
CHEMBL3805310,24.0,Cc1cc(S(=O)(=O)N2CCCC(Cn3ccnc3)C2)ccc1F
CHEMBL3805173,14.0,COc1ccc(S(=O)(=O)N2CCCC(Cn3ccnc3)C2)cc1F
CHEMBL3806301,9.0,O=[N+]([O-])c1cccc(Cl)c1Oc1cccc(S(=O)(=O)N2CCCC(Cn3ccnc3)C2)c1
CHEMBL3805481,14.0,O=S(=O)(c1ccc(F)c(Cl)c1)N1CCCC(Cn2ccnc2)C1
CHEMBL3805211,13.0,O=S(=O)(c1ccc2c(c1)OCCO2)N1CCCC(Cn2ccnc2)C1
CHEMBL3806151,54.0,O=S(=O)(c1cccc2nsnc12)N1CCCC(Cn2ccnc2)C1
CHEMBL3805851,7.0,O=S(=O)(c1ccc2nsnc2c1)N1CCCC(Cn2ccnc2)C1
CHEMBL3804849,339.0,O=C(O)c1cc(S(=O)(=O)N2CCCC(Cn3ccnc3)C2)ccc1O
CHEMBL3805678,131.0,COc1ccc(S(=O)(=O)N2CCCC(Cn3ccnc3)C2)c(OC)c1
CHEMBL3806282,79.0,N#Cc1ccc(S(=O)(=O)N2CCCC(Cn3ccnc3)C2)c(Cl)c1
CHEMBL3806159,43.0,O=S(=O)(c1ccc(F)c(F)c1)N1CCCC(Cn2ccnc2)C1
CHEMBL3806046,36.0,N#Cc1ccc(S(=O)(=O)N2CCCC(Cn3ccnc3)C2)cc1
CHEMBL3805839,46.0,O=S(=O)(c1ccc(F)c(F)c1F)N1CCCC(Cn2ccnc2)C1
CHEMBL3805814,6.0,COc1ccc(S(=O)(=O)N2CCCC(Cn3ccnc3)C2)cc1Br
CHEMBL3805149,42.0,COc1ccc(S(=O)(=O)N2CCCC(Cn3ccnc3)C2)cc1OC
CHEMBL3805048,51.0,O=S(=O)(c1ccc(F)cc1)N1CCCC(Cn2ccnc2)C1
CHEMBL3806185,48.0,Cc1cc(F)ccc1S(=O)(=O)N1CCCC(Cn2ccnc2)C1
CHEMBL3804993,129.0,COc1cc([N+](=O)[O-])ccc1S(=O)(=O)N1CCCC(Cn2ccnc2)C1
CHEMBL3805657,48.0,CS(=O)(=O)c1ccc(S(=O)(=O)N2CCCC(Cn3ccnc3)C2)cc1
CHEMBL3805008,16.0,O=[N+]([O-])c1ccc(S(=O)(=O)N2CCCC(Cn3ccnc3)C2)cc1C(F)(F)F
CHEMBL3805388,45.0,COc1c(C)cc(S(=O)(=O)N2CCCC(Cn3ccnc3)C2)c(C)c1C
CHEMBL3806075,21.0,COc1c(C)cc(S(=O)(=O)N2CCCC(Cn3ccnc3)C2)cc1C
CHEMBL3805820,59.0,COc1ccc(S(=O)(=O)N2CCCC(Cn3ccnc3)C2)c(C)c1C
CHEMBL3805539,22.0,O=S(=O)(c1ccc(OC2CCCC2)c(F)c1)N1CCCC(Cn2ccnc2)C1
CHEMBL3805733,14.0,O=S(=O)(c1ccc(OC2CCCC2)cc1)N1CCCC(Cn2ccnc2)C1
CHEMBL1444,4.0,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1
CHEMBL1784801,9.0,COc1ccc(S(=O)(=O)N2CCCC(Cn3ccnc3)C2)cc1C(C)(C)C
CHEMBL100749,1.4,Cn1nnc2ccc(C(c3ccc(Cl)cc3)n3cncn3)cc21
CHEMBL1093458,6000.0,CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCNC)cc1)c1ccccc1
CHEMBL2386284,30.0,CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCN)cc1)c1ccccc1
CHEMBL489,530000.0,CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccccc1
CHEMBL3818343,0.9,N#Cc1ccc(C(Cc2ccc(OS(N)(=O)=O)c(Br)c2)n2cncn2)cc1
CHEMBL3623232,0.2,N#Cc1ccc(N(Cc2ccc(OS(N)(=O)=O)cc2F)n2ccnc2)cc1
CHEMBL3818279,800.0,Fc1ccc(-c2cc(-n3cccc3)c3ccccc3n2)cc1
CHEMBL3623217,169.3,C[C@]12CC[C@H]3[C@@H](CCC4=C(Sc5ccccc5)C(=O)CC[C@@]43C)[C@@H]1C[C@H](C#N)[C@@H]2O
CHEMBL3623216,1019.8,C[C@]12CC(C#N)=C(O)C(=O)[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12
CHEMBL3818442,512.0,C[C@]12Cc3cc[nH]c3C(=O)[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12
CHEMBL3818725,168.0,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)C(n3ccnc3)C[C@@H]12
CHEMBL3819184,180.0,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)C(n3ccnc3)C[C@@H]12
CHEMBL3623223,470.0,C=CC[C@@H]1CC2=CC(=O)C=C[C@]2(C)[C@H]2CC[C@]3(C)C(=O)CC[C@H]3[C@H]12
CHEMBL3819549,450.0,C=CC[C@@H]1CC2=CC(=O)C=C[C@]2(C)[C@H]2CC[C@]3(C)[C@@H](O)CC[C@H]3[C@H]12
CHEMBL3818338,750.0,C=CC[C@@H]1CC2=CCCC[C@]2(C)[C@H]2CC[C@]3(C)C(=O)CC[C@H]3[C@H]12
CHEMBL3818728,590.0,C=CC[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@]3(C)C(=O)CC[C@H]3[C@H]12
CHEMBL1399,3.6,CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1
CHEMBL9298,0.004,N#Cc1ccc(C2CCCc3cncn32)cc1
CHEMBL132530,30.0,C[C@]12CCC(=O)C(O)=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12
CHEMBL488,10000.0,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O
CHEMBL3818720,80.0,COc1ccc2c(Cc3ccccc3)c(-c3ccc(Cl)cc3)c(=O)oc2c1
CHEMBL9352,5100.0,O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)cc(O)c21
CHEMBL437731,51.0,O=c1cc(Cn2ccnc2)c2ccc(Oc3ccccc3)cc2o1
CHEMBL3623228,12100.0,COc1cc(C2CC(=O)Oc3cc4c(cc32)OCO4)cc(OC)c1O
CHEMBL3827037,12100.0,COc1cc(C2CC(=O)Oc3cc4c(cc32)OCO4)cc(OC)c1OC(C)=O
CHEMBL9352,1000.0,O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)cc(O)c21
CHEMBL3942918,9257.0,CC/C(=C(/c1ccc(O)cc1)c1ccc(OCC(N)=O)cc1)c1ccccc1
CHEMBL3961452,286.9,CCC(=C(c1ccc(N)cc1)c1ccc(NCC(N)=O)cc1)c1ccc([N+](=O)[O-])cc1
CHEMBL3961033,645.3,CC(=C(c1ccc(N)cc1)c1ccc(NCC(N)=O)cc1)c1ccc([N+](=O)[O-])cc1
CHEMBL3925065,9724.0,CC(=C(c1ccc(O)cc1)c1ccc(OCC(N)=O)cc1)c1ccc([N+](=O)[O-])cc1
CHEMBL3944017,13.4,CCC(=C(c1ccc(N)cc1)c1ccc(N)cc1)c1ccc(N)cc1
CHEMBL3916057,177.1,CC(=C(c1ccc(N)cc1)c1ccc(N)cc1)c1ccc(N)cc1
CHEMBL3948254,8.8,CCC(=C(c1ccc(O)cc1)c1ccc(O)cc1)c1ccc(N)cc1
CHEMBL3977491,230.0,CC(=C(c1ccc(O)cc1)c1ccc(O)cc1)c1ccc(N)cc1
CHEMBL3350384,102.2,CCC(=C(c1ccc(O)cc1)c1ccc(OCCN)cc1)c1ccccc1
CHEMBL2386285,76.8,CC/C(=C(/c1ccc(O)cc1)c1ccc(OCCN)cc1)c1ccccc1
CHEMBL2386284,1029.0,CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCN)cc1)c1ccccc1
CHEMBL149791,24880.0,CCC(=C(c1ccc(O)cc1)c1ccc(O)cc1)c1ccccc1
CHEMBL3905734,62.2,CCC(=C(c1ccc(N)cc1)c1ccc(N)cc1)c1ccc([N+](=O)[O-])cc1
CHEMBL3984531,220.8,CC(=C(c1ccc(N)cc1)c1ccc(N)cc1)c1ccc([N+](=O)[O-])cc1
CHEMBL1444,5.3,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1
CHEMBL157101,1600.0,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1
CHEMBL3983734,970.0,CS(=O)(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1
CHEMBL3913908,1600.0,CCS(=O)(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1
CHEMBL3894912,1200.0,CC(C)S(=O)(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1
CHEMBL3922888,1820.0,O=S(=O)(C1CC1)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1
CHEMBL3964421,10000.0,COCCS(=O)(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1
CHEMBL3931836,1240.0,O=S(=O)(C1CCOCC1)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1
CHEMBL3938615,790.0,O=S(=O)(N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1)C(F)(F)F
CHEMBL3968178,3800.0,O=S(=O)(C(F)F)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1
CHEMBL3952032,2800.0,N#CCS(=O)(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1
CHEMBL3980889,1000.0,CS(=O)(=O)CS(=O)(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1
CHEMBL3960724,10000.0,O=S(=O)(c1cccs1)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1
CHEMBL3891718,10000.0,Cn1ccnc1S(=O)(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1
CHEMBL3923127,7700.0,C[C@](O)(c1cncc(-c2nc3ccc(F)cn3c2C2CC2)c1)C(F)(F)F
CHEMBL3893614,2200.0,Fc1cncc(-c2nc3ccc(F)cn3c2C2CC2)c1
CHEMBL3948337,790.0,Fc1ccc2nc(-c3cncc4ccccc34)c(C3CC3)n2c1
CHEMBL3951973,2300.0,Fc1cncc(-c2nc3cc(F)c(Cl)cn3c2C2CC2)c1
CHEMBL3924257,420.0,Cc1c(F)cncc1-c1nc2ccc(F)cn2c1C1CC1
CHEMBL3919759,120.0,CCc1c(F)cncc1-c1nc2ccc(F)cn2c1C1CC1
CHEMBL3959541,5089.0,O=C(/C=C\Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1)c1cc2ccccc2oc1=O
CHEMBL3941042,12530.0,O=C(/C=C\Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1)c1cc2ccccc2oc1=O
CHEMBL3914106,9520.0,Cc1ccnc(NS(=O)(=O)c2ccc(N/C=C\C(=O)c3cc4ccccc4oc3=O)cc2)n1
CHEMBL3924170,6070.0,COc1cnc(NS(=O)(=O)c2ccc(N/C=C\C(=O)c3cc4ccccc4oc3=O)cc2)nc1
CHEMBL3926174,4660.0,COc1ncnc(NS(=O)(=O)c2ccc(N/C=C\C(=O)c3cc4ccccc4oc3=O)cc2)c1OC
CHEMBL1444,29500.0,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1
CHEMBL365735,5727.0,c1cncc(-c2ccc3ccccc3c2)c1
CHEMBL362968,586.0,COc1ccc2cc(-c3cccnc3)ccc2c1
CHEMBL193343,6639.0,CCOc1ccc2cc(-c3cccnc3)ccc2c1
CHEMBL197576,1805.0,COc1ccc2cc(-c3cccnc3)ccc2c1Cl
CHEMBL196328,9107.0,COc1ccc2cc(-c3cccnc3)ccc2c1Br
CHEMBL381014,970.0,COc1ccc2c(Cl)c(-c3cccnc3)ccc2c1Cl
CHEMBL438802,1252.0,COC(=O)c1ccc2cc(-c3cccnc3)ccc2c1
CHEMBL195996,2821.0,c1ccc2cc(-n3ccnc3)ccc2c1
CHEMBL194472,129.0,COc1cc2ccccc2cc1-n1ccnc1
CHEMBL9298,30.0,N#Cc1ccc(C2CCCc3cncn32)cc1
CHEMBL205881,4.073,C1=C(c2cccnc2)CCc2ccccc21
CHEMBL206351,814.0,COc1ccc2c(c1)CCC(c1cccnc1)=C2
CHEMBL206283,6045.0,CC1=C(c2cccnc2)CCc2ccccc21
CHEMBL205503,1507.0,CCC1=C(c2cccnc2)CCc2ccccc21
CHEMBL206550,1787.0,CC1Cc2ccccc2C=C1c1cccnc1
CHEMBL206070,3551.0,CC1CC(c2cccnc2)=Cc2ccccc21
CHEMBL9298,30.0,N#Cc1ccc(C2CCCc3cncn32)cc1
CHEMBL9298,29.5,N#Cc1ccc(C2CCCc3cncn32)cc1
CHEMBL488,7000.0,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O
CHEMBL4070331,28.7,CCN(CC)c1ccc2cc(-c3cc4ccc(N(CC)CC)cc4oc3=O)c(=O)oc2c1
CHEMBL4091260,10000.0,COc1ccc2cc(-c3cc4ccc(OC)cc4oc3=O)c(=O)oc2c1
CHEMBL4080965,2600.0,O=c1ccc2ccc(-c3ccncc3)cc2o1
CHEMBL4098990,30.3,O=c1ccc2ccc(-c3cccnc3)cc2o1
CHEMBL4099909,10000.0,O=c1ccc2ccc(-c3ccccn3)cc2o1
CHEMBL1650711,10000.0,COc1ccc(-c2ccc3ccc(=O)oc3c2)cc1
CHEMBL1650709,10000.0,O=c1ccc2ccc(-c3ccccc3)cc2o1
CHEMBL49732,10000.0,COc1ccc2ccc(=O)oc2c1
CHEMBL4100188,10000.0,CCN(CC)c1ccc2cc(-c3coc(-c4ccccc4)n3)c(=O)oc2c1
CHEMBL4074186,10000.0,CCOC(=O)c1oc(-c2cc3ccc(N(CC)CC)cc3oc2=O)nc1C
CHEMBL4105495,10000.0,CCN(CC)c1ccc2cc(-c3ncco3)c(=O)oc2c1
CHEMBL4087613,3100.0,CCN(CC)c1ccc2cc(-c3cnco3)c(=O)oc2c1
CHEMBL4063099,10000.0,CCN(CC)c1ccc2cc(-c3nc(-c4ccccc4)cs3)c(=O)oc2c1
CHEMBL4095313,10000.0,CCN(CC)c1ccc2cc(-c3nc(CC(=O)OC)cs3)c(=O)oc2c1
CHEMBL4078790,1100.0,CCOC(=O)c1csc(-c2cc3ccc(N(CC)CC)cc3oc2=O)n1
CHEMBL4103066,1100.0,CCN(CC)c1ccc2cc(-c3nc(C)cs3)c(=O)oc2c1
CHEMBL1430816,10000.0,CCN(CC)c1ccc2ccc(=O)oc2c1
CHEMBL488,9000.0,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O
CHEMBL1200374,42.5,C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12
CHEMBL4098297,6300.0,Cc1nn(-c2cncc([C@](C)(O)C(F)(F)F)c2)c2ccccc12
CHEMBL4080256,6200.0,Cc1nn(-c2cncc([C@@](C)(O)C(F)(F)F)c2)c2ccccc12
CHEMBL4071689,5400.0,C[C@](O)(c1cncc(-n2nc(C(F)(F)F)c3ccccc32)c1)C(F)(F)F
CHEMBL4080420,6900.0,Cc1nn(-c2cncc(C(C)(C)O)c2)c2cccc(F)c12
CHEMBL4067000,4600.0,CC(C)(O)c1cncc(-n2ncc3c(C(F)(F)F)cccc32)c1
CHEMBL4060208,5670.0,O=C(/C=C\Nc1ccc(S(=O)(=O)Nc2nccs2)cc1)c1ccc2c(c1)Nc1ccccc1S2
CHEMBL4077259,9670.0,N=C(N)NS(=O)(=O)c1ccc(N/C=C\C(=O)c2ccc3c(c2)Nc2ccccc2S3)cc1
CHEMBL4098604,6700.0,O=C(/C=C\Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1)c1ccc2c(c1)Nc1ccccc1S2
CHEMBL4068601,8900.0,O=C(/C=C\Nc1ccc(S(=O)(=O)Nc2cnc3ccccc3n2)cc1)c1ccc2c(c1)Nc1ccccc1S2
CHEMBL1444,29500.0,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1
CHEMBL1397,8400.0,CC[C@@H]([C@H](C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5CO[C@@](Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O
CHEMBL106,22000.0,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F
CHEMBL4077246,100000.0,N#Cc1ccc(COc2ccc(C#Cc3ccc(C(F)(F)C(O)(Cn4cnnn4)c4ccc(F)cc4F)nc3)cc2)cc1
CHEMBL157101,1600.0,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1
CHEMBL4129721,10000.0,CC(=O)N1CCN(c2ccc(/C=C/c3cc(F)cc(-c4ccncc4)c3)cc2)CC1
CHEMBL4126284,10000.0,CCS(=O)(=O)N1CCN(c2ccc(/C=C/c3cc(F)cc(-c4ccncc4)c3)cc2)CC1
CHEMBL4128368,1000.0,O=S(=O)(N1CCN(c2ccc(/C=C/c3cc(F)cc(-c4ccncc4)c3)cc2)CC1)C(F)(F)F
